Tag,Gene_Name,Gene_Symbol,PDNDvControl_FC,PDNDvControl_pval,PDDvPDND_FC,PDDvPDND_pval,PDDvControl_FC,PDDvControl_pval,Avg_PDD,Avg_PDND,Avg_Control
201997_s_at,SMART/HDAC1 associated repressor protein,SHARP,0.943314217,0.492125739,1.322910206,0.002357481,1.247920004,0.00324801,1240.307692,937.56,993.9
223370_at,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3",PLEKHA3,1.143808835,0.089805719,1.327708391,0.002262172,1.518644588,5.32517E-05,1065.123077,802.2266667,701.3642857
203390_s_at,kinesin family member 3C,KIF3C,1.041490235,0.759492917,1.331653982,0.006970837,1.38690462,0.007584174,414.1,310.9666667,298.5785714
236369_at,TSPY-like 3,TSPYL3,1.002797591,0.973939938,1.332823284,0.007577556,1.336551978,0.001992698,366.7307692,275.1533333,274.3857143
79005_at,"solute carrier family 35, member E1",SLC35E1,1.005238733,0.960774408,1.334190637,0.007042239,1.341180105,0.001846353,143.1230769,107.2733333,106.7142857
223983_s_at,hypothetical protein DKFZp762D096,DKFZP762D096,1.068939661,0.419651897,1.342774896,0.007376028,1.435345342,0.00141078,1659.884615,1236.16,1156.435714
213058_at,"Homo sapiens cDNA FLJ30991 fis, clone HLUNG1000041.",---,1.078977709,0.357233629,1.35015738,0.001803816,1.456789717,0.000800978,388.6923077,287.8866667,266.8142857
227420_at,hypothetical protein MGC17791,MGC17791,0.993256163,0.949975063,1.350264188,0.008776657,1.341158226,0.002361677,614.8923077,455.3866667,458.4785714
218942_at,"phosphatidylinositol-4-phosphate 5-kinase, type II, gamma",PIP5K2C,1.05007349,0.562562495,1.351539347,0.002643261,1.419215639,0.001803063,852.9384615,631.0866667,600.9928571
242323_at,"phospholipase A2, group XII",PLA2G12,0.968910803,0.700403301,1.351582366,0.005044721,1.309562756,0.008348366,1134.446154,839.3466667,866.2785714
219192_at,ubiquitin associated protein 2,UBAP2,0.954938761,0.627421885,1.351935868,0.003263085,1.291015963,0.008896621,570.4538462,421.9533333,441.8642857
225356_at,hypothetical protein MGC12538,MGC12538,1.142420153,0.276402681,1.353457331,0.003684924,1.546216931,0.000938838,531.9538462,393.0333333,344.0357143
207010_at,"gamma-aminobutyric acid (GABA) A receptor, beta 1",GABRB1,0.994693596,0.947713615,1.354024535,0.003229409,1.346839533,0.000518668,4540.369231,3353.24,3371.128571
226806_s_at,Homo sapiens mRNA; cDNA DKFZp686J23256 (from clone DKFZp686J23256),---,1.165209057,0.294779841,1.358417317,0.007804968,1.582840161,0.003869781,3554.561538,2616.693333,2245.685714
200025_s_at,ribosomal protein L27,RPL27,1.029258408,0.747819986,1.358557565,0.004416808,1.398306797,0.001091658,7517.007692,5533.08,5375.792857
213039_at,Rho-specific guanine nucleotide exchange factor p114,P114-RHO-GEF,1.05454955,0.633339299,1.35859444,0.007309328,1.432705156,0.000566985,1332.6,980.8666667,930.1285714
200021_at,cofilin 1 (non-muscle),CFL1,1.268241346,0.053214743,1.360843385,0.005965961,1.725877846,7.7829E-05,19169.89231,14086.77333,11107.32857
204835_at,"polymerase (DNA directed), alpha",POLA,1.103809444,0.433379662,1.373343252,0.003035342,1.515909251,0.000660881,129.7076923,94.44666667,85.56428571
227750_at,serine/threonine kinase with Dbl- and pleckstrin homology domains,TRAD,1.151803446,0.391673848,1.374795417,0.009960308,1.583494099,0.003042482,288.1846154,209.62,181.9928571
212439_at,GDP-mannose pyrophosphorylase B,GMPPB,1.07599417,0.378995294,1.375952608,0.002711902,1.480516985,0.000107403,592.5769231,430.6666667,400.25
221582_at,"histone 3, H2a",HIST3H2A,1.318117882,0.036585452,1.381056534,0.008519095,1.820395313,4.56758E-07,286.5692308,207.5,157.4214286
222517_at,"adaptor-related protein complex 3, mu 1 subunit",AP3M1,1.058462627,0.492857117,1.38162688,0.002313855,1.462400416,0.000665845,315.0846154,228.0533333,215.4571429
230076_at,hypothetical protein FLJ10156,FLJ10156,1.019774207,0.844399024,1.38632817,0.002611396,1.41374171,0.000660526,1545.330769,1114.693333,1093.078571
235635_at,Homo sapiens transcribed sequence with weak  similarity to protein pir:S57447 (H.sapiens) S57447 HPBRII-7 protein - human,---,0.999768824,0.998253842,1.388042386,0.003215956,1.387721504,0.002113008,1995.246154,1437.453333,1437.785714
224600_at,CGG triplet repeat binding protein 1,CGGBP1,1.101908652,0.397864618,1.403893333,0.002153634,1.54696221,0.000514731,148.7846154,105.98,96.17857143
228007_at,"Homo sapiens, clone IMAGE:5270591, mRNA",---,0.93968175,0.44921288,1.409884858,0.000252934,1.32484307,0.001227199,989.1846154,701.6066667,746.6428571
212473_s_at,flavoprotein oxidoreductase MICAL2,MICAL2,0.959715702,0.654356218,1.414725179,0.002927109,1.357733969,0.002284902,8292.515385,5861.573333,6107.614286
1555311_at,---,---,1.05510067,0.64303666,1.415277725,0.005192401,1.493260476,0.001948306,306.9076923,216.8533333,205.5285714
228396_at,"Homo sapiens, clone IMAGE:5313952, mRNA",---,1.281231112,0.021342218,1.421047933,0.00013624,1.820690822,1.47095E-08,342.8230769,241.2466667,188.2928571
236123_at,"Homo sapiens cDNA FLJ45668 fis, clone CTONG3002588",---,0.958624178,0.694264811,1.427695879,0.008905517,1.368623789,0.009192336,180.3846154,126.3466667,131.8
218243_at,RUN and FYVE domain containing 1,RUFY1,0.975507843,0.763697709,1.432494159,0.003215678,1.397409287,0.005363647,586.6923077,409.56,419.8428571
228002_at,diphosphate dimethylallyl diphosphate isomerase 2,IDI2,1.003389831,0.973050331,1.434604247,0.002038826,1.439467312,0.006307091,118.9,82.88,82.6
206829_x_at,zinc finger protein 430,ZNF430,1.201896067,0.196966976,1.436369357,0.006552503,1.726366681,0.00028822,140.4769231,97.8,81.37142857
207163_s_at,v-akt murine thymoma viral oncogene homolog 1,AKT1,1.144796957,0.255189848,1.436537221,0.007456982,1.644543439,0.000491512,178.0923077,123.9733333,108.2928571
235608_at,Homo sapiens transcribed sequences,---,1.11090202,0.451028999,1.438066282,0.00405351,1.597550737,0.000954269,121.2769231,84.33333333,75.91428571
228393_s_at,Homo sapiens transcribed sequence with strong similarity to protein ref:NP_061145.1 (H.sapiens)  ZNF135-like protein; zinc finger ZNF140-like protein [Homo sapiens],---,1.061952713,0.585572798,1.439108129,0.006938714,1.528264782,0.001519324,1480.823077,1028.986667,968.9571429
1559072_a_at,KIAA1904 protein,KIAA1904,1.181669394,0.163420112,1.444295104,0.001934083,1.706679321,8.0677E-06,1355.615385,938.6,794.3
205474_at,cytokine receptor-like factor 3,CRLF3,0.978221345,0.772157614,1.445697217,0.000230976,1.414211876,0.001341831,363.3615385,251.34,256.9357143
208986_at,"transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)",TCF12,1.232764164,0.116358048,1.454298643,0.00939622,1.79280725,2.99609E-05,716.9692308,493,399.9142857
202199_s_at,SFRS protein kinase 1,SRPK1,1.045314497,0.69103634,1.459590954,0.005299249,1.525731584,0.001822693,108,73.99333333,70.78571429
242141_at,Homo sapiens transcribed sequences,---,1.107029259,0.415649231,1.460289466,0.009853483,1.616583165,0.000366964,119.3153846,81.70666667,73.80714286
226042_at,hypothetical protein FLJ21128,FLJ21128,1.114424178,0.41427631,1.461976976,0.002821222,1.62926249,0.000134111,176.1,120.4533333,108.0857143
221272_s_at,chromosome 1 open reading frame 21,C1orf21,0.99811518,0.988243704,1.469845282,0.00577396,1.467074888,0.005888049,494.4461538,336.3933333,337.0285714
1558345_a_at,hypothetical protein LOC283031,LOC283031,1.164262995,0.18309663,1.470970518,0.004614715,1.712596542,0.000341643,257.6846154,175.18,150.4642857
31637_s_at,"nuclear receptor subfamily 1, group D, member 1",NR1D1,1.306753215,0.071968093,1.471659307,0.009816739,1.923095531,1.66117E-05,681.4076923,463.02,354.3285714
228310_at,enabled homolog (Drosophila),ENAH,0.999971163,0.999735321,1.475020526,0.004817712,1.474977991,0.003050216,1169.130769,792.62,792.6428571
215128_at,"Homo sapiens cDNA FLJ11682 fis, clone HEMBA1004880.",---,1.087153698,0.47178694,1.477596935,0.003335365,1.606374973,0.000622793,250.9846154,169.86,156.2428571
244660_at,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)",ELAVL1,0.889230621,0.166854545,1.477701287,0.000130224,1.314017234,0.002513473,1367.169231,925.2,1040.45
201642_at,interferon gamma receptor 2 (interferon gamma transducer 1),IFNGR2,0.856255997,0.008555161,1.477964721,4.77163E-07,1.265516156,0.000836269,684.5538462,463.1733333,540.9285714
230296_at,hypothetical protein LOC146174,LOC146174,1.056238836,0.584414423,1.479000812,0.001374813,1.562178096,0.000471598,6236.315385,4216.573333,3992.064286
230922_x_at,Homo sapiens transcribed sequences,---,0.971620848,0.719929654,1.479086985,0.000511863,1.43711175,0.001926091,191.1769231,129.2533333,133.0285714
214194_at,hypothetical protein FLJ22624,FLJ22624,0.999622003,0.996969004,1.484905802,0.008137279,1.484344513,0.006057267,142.1153846,95.70666667,95.74285714
230496_at,hypothetical protein FLJ25477,FLJ25477,1.138351444,0.392589058,1.485057001,0.006421266,1.690516781,0.000619758,7777.669231,5237.286667,4600.764286
225598_at,KIAA1126 protein,KIAA1126,1.034134881,0.711588482,1.4870898,0.002151517,1.537851434,0.000770929,1218.769231,819.5666667,792.5142857
206147_x_at,sex comb on midleg-like 2 (Drosophila),SCML2,1.021973447,0.861350123,1.48869065,0.007162865,1.521402315,0.004800979,234.9153846,157.8,154.4071429
1556306_at,"myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)",MLL5,1.121313723,0.195433671,1.495121811,0.000575047,1.676500605,3.19203E-05,815.0307692,545.1266667,486.15
235304_at,Homo sapiens transcribed sequence with moderate similarity to protein ref:NP_071431.1 (H.sapiens)  cytokine receptor-like factor 2; cytokine receptor CRL2 precusor [Homo sapiens],---,1.142440801,0.262862898,1.498259284,0.004813707,1.711672537,0.000840423,129.7692308,86.61333333,75.81428571
227247_at,Homo sapiens mRNA; cDNA DKFZp313M1034 (from clone DKFZp313M1034),---,0.978175439,0.817558534,1.500659467,0.004350839,1.467908232,0.004234872,418.3538462,278.78,285
206460_at,transmembrane protein SHREW1,SHREW1,1.115912006,0.462313925,1.50571211,0.006222056,1.68024222,0.000973456,121.6615385,80.8,72.40714286
1558225_at,"Homo sapiens cDNA FLJ42788 fis, clone BRAWH3007129",---,0.919062277,0.460785997,1.508691777,0.000406545,1.3865817,0.004951577,296.0153846,196.2066667,213.4857143
231086_at,beta-site APP-cleaving enzyme,BACE,0.921523635,0.468031223,1.512028808,0.001555322,1.393370283,0.002208471,151.8076923,100.4,108.95
236314_at,Homo sapiens transcribed sequence with weak  similarity to protein ref:NP_060312.1 (H.sapiens)  hypothetical protein FLJ20489 [Homo sapiens],---,1.066741942,0.577161958,1.51224365,0.000628912,1.613173728,0.000212953,224.5076923,148.46,139.1714286
239437_at,Homo sapiens transcribed sequence with moderate similarity to protein ref:NP_060265.1 (H.sapiens)  hypothetical protein FLJ20378 [Homo sapiens],---,1.001396346,0.988934769,1.513546668,0.00440277,1.515660102,0.006640017,550.4769231,363.7,363.1928571
228846_at,MAX dimerization protein 1,MAD,0.997085294,0.983823728,1.514427257,0.004055671,1.510013148,0.001778298,174.1692308,115.0066667,115.3428571
243417_at,"Homo sapiens transcribed sequence with strong similarity to protein pdb:1BGM (E. coli) O Chain O, Beta-Galactosidase (Chains I-P)",---,0.955756164,0.726046633,1.515635083,0.002910781,1.448577573,0.000900723,355.3153846,234.4333333,245.2857143
230175_s_at,endothelial and smooth muscle cell-derived neuropilin-like protein,ESDN,1.090196304,0.499034176,1.516425838,0.001776907,1.653201844,0.000558282,410.2538462,270.54,248.1571429
213930_at,APG12 autophagy 12-like (S. cerevisiae),APG12L,0.952632652,0.591930802,1.516722608,3.72799E-05,1.444879481,0.00035701,337.4,222.4533333,233.5142857
1559167_x_at,hypothetical protein FLJ39599,FLJ39599,1.147461571,0.347607657,1.518876573,0.003290766,1.742852499,0.000286634,271.0384615,178.4466667,155.5142857
1568878_at,"Homo sapiens LOC202400 (LOC202400), mRNA",---,1.247025706,0.15647688,1.521060443,0.009585705,1.896801472,5.82056E-05,182.8923077,120.24,96.42142857
1562271_x_at,Rho guanine nucleotide exchange factor (GEF) 7,ARHGEF7,0.907431714,0.495066739,1.521177954,0.004918155,1.380365119,0.008161593,157.7461538,103.7,114.2785714
228722_at,HMT1 hnRNP methyltransferase-like 1 (S. cerevisiae),HRMT1L1,1.045637517,0.513211761,1.522234125,9.28123E-05,1.591705111,6.61467E-05,835.8384615,549.0866667,525.1214286
226610_at,nuclear protein p30,p30,0.960858892,0.632352389,1.522611179,0.000114807,1.463014491,0.001064675,611.5923077,401.6733333,418.0357143
232161_x_at,"Homo sapiens cDNA: FLJ21893 fis, clone HEP03412",---,0.979802842,0.911013794,1.522630197,0.003830869,1.491877394,0.008874745,199.2615385,130.8666667,133.5642857
226855_at,"Homo sapiens cDNA FLJ40954 fis, clone UTERU2010525.",---,0.969767526,0.74795783,1.522947641,0.000553273,1.476905166,0.001284937,289.9692308,190.4,196.3357143
236716_at,"Homo sapiens cDNA FLJ42788 fis, clone BRAWH3007129",---,1.138600423,0.2690396,1.530659114,0.006627877,1.742809115,0.001565718,133.3,87.08666667,76.48571429
200741_s_at,ribosomal protein S27 (metallopanstimulin 1),RPS27,1.041147631,0.773443866,1.536988296,0.004282772,1.600231723,9.7728E-05,3424.061538,2227.773333,2139.728571
36907_at,mevalonate kinase (mevalonic aciduria),MVK,1.037932249,0.78897776,1.54026749,0.007175795,1.598693299,0.003026519,378.3307692,245.6266667,236.65
212274_at,lipin 1,LPIN1,0.969782706,0.67070268,1.544127257,1.3481E-05,1.49746791,6.50597E-05,1853.961538,1200.653333,1238.064286
203573_s_at,"Rab geranylgeranyltransferase, alpha subunit",RABGGTA,0.989412238,0.94420456,1.544377013,0.004192609,1.528025517,0.005951938,108.4461538,70.22,70.97142857
206323_x_at,oligophrenin 1,OPHN1,0.965189865,0.803374531,1.54834219,0.007037757,1.49444419,0.00767398,1343.238462,867.5333333,898.8214286
239376_at,Homo sapiens transcribed sequence with moderate similarity to protein ref:NP_064622.1 (H.sapiens)  MOST-1 protein [Homo sapiens],---,1.164583946,0.425002714,1.548771565,0.00883075,1.803674501,0.000246101,131.3461538,84.80666667,72.82142857
214948_s_at,Homo sapiens mRNA; cDNA DKFZp586L141 (from clone DKFZp586L141),---,0.860914156,0.080527111,1.548877597,0.000147364,1.333450649,0.007016157,2177.515385,1405.866667,1632.992857
228096_at,"Homo sapiens, clone IMAGE:3604336, mRNA, partial cds",---,0.983559095,0.895054781,1.551240603,0.001242789,1.525736803,0.004948348,265.5,171.1533333,174.0142857
244260_at,Homo sapiens transcribed sequence with weak  similarity to protein ref:NP_060265.1 (H.sapiens)  hypothetical protein FLJ20378 [Homo sapiens],---,1.066652325,0.621379241,1.5519819,0.009710932,1.655425103,0.001156208,659.5923077,425,398.4428571
235165_at,Homo sapiens transcribed sequence with moderate similarity to protein ref:NP_060265.1 (H.sapiens)  hypothetical protein FLJ20378 [Homo sapiens],---,1.1230124,0.489313103,1.556909787,0.003119635,1.748428996,0.000520845,136.9769231,87.98,78.34285714
222286_at,PC4 and SFRS1 interacting protein 2,PSIP2,1.041566429,0.738237787,1.564260875,0.001182239,1.629281614,0.001416328,199.3076923,127.4133333,122.3285714
235531_at,interleukin 17 receptor B,IL17RB,0.892346974,0.266048793,1.56687027,0.000808064,1.398191944,0.006171732,190.3538462,121.4866667,136.1428571
213223_at,ribosomal protein L28,RPL28,1.080966431,0.619856283,1.568837122,0.006283434,1.695860265,0.000765441,283.2692308,180.56,167.0357143
230118_at,Homo sapiens transcribed sequences,---,1.120605187,0.441938813,1.569895451,0.00228745,1.759232986,0.00011273,174.4153846,111.1,99.14285714
210147_at,ADP-ribosyltransferase 3,ART3,1.081271741,0.621355048,1.57286493,0.007449017,1.700694402,0.001098883,166.4615385,105.8333333,97.87857143
205080_at,"retinoic acid receptor, beta",RARB,0.944522076,0.680047574,1.573876342,0.00027731,1.48656095,0.002586653,144.3769231,91.73333333,97.12142857
1556128_a_at,Ras protein-specific guanine nucleotide-releasing factor 2,RASGRF2,1.039253812,0.746339175,1.57903914,0.004194066,1.641022445,0.00293193,188.0846154,119.1133333,114.6142857
212594_at,programmed cell death 4 (neoplastic transformation inhibitor),PDCD4,0.982365025,0.859509672,1.57954461,0.00211074,1.55168938,0.007382751,185.2384615,117.2733333,119.3785714
220703_at,uncharacterized hypothalamus protein HT009,HT009,1.352382604,0.038833549,1.581240047,0.007264488,2.138441532,0.000365715,176.1923077,111.4266667,82.39285714
38707_r_at,"E2F transcription factor 4, p107/p130-binding",E2F4,1.04902247,0.735951933,1.58287581,0.001130382,1.660472292,0.00055737,219.4076923,138.6133333,132.1357143
204635_at,"ribosomal protein S6 kinase, 90kDa, polypeptide 5",RPS6KA5,1.150095464,0.190643628,1.589286218,0.002538259,1.82783087,0.000602745,462.7153846,291.1466667,253.15
226652_at,ubiquitin specific protease 3,USP3,1.066273955,0.738366022,1.589825561,0.009963552,1.695189589,0.005370057,102.7769231,64.64666667,60.62857143
1566110_at,Homo sapiens mRNA; cDNA DKFZp762L214 (from clone DKFZp762L214),---,0.917030861,0.594927938,1.592204708,0.005759854,1.460100854,0.005674863,145.0923077,91.12666667,99.37142857
226657_at,transcript expressed during hematopoiesis 2,MGC33894,1.073927197,0.589551053,1.59395774,0.005266828,1.711794568,0.001618981,165.2615385,103.68,96.54285714
212761_at,"transcription factor 7-like 2 (T-cell specific, HMG-box)",TCF7L2,1.043538064,0.710246083,1.596191899,0.000106542,1.665687004,7.08713E-05,2296.292308,1438.606667,1378.585714
243330_at,Homo sapiens transcribed sequences,---,1.006908382,0.954953146,1.598035529,0.006792333,1.609075369,0.008076762,540.4769231,338.2133333,335.8928571
243671_at,Homo sapiens transcribed sequence with weak  similarity to protein ref:NP_054848.1 (H.sapiens)  PRO0478 protein [Homo sapiens],---,0.986197917,0.918225172,1.600046211,0.00298361,1.57796224,0.001002834,138.5,86.56,87.77142857
203452_at,"beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)",B3GAT3,1.195984671,0.305285105,1.60237579,0.008890882,1.916416883,0.00120787,134.5461538,83.96666667,70.20714286
48030_i_at,chromosome 5 open reading frame 4,C5orf4,1.031187506,0.848463949,1.602975606,0.000951612,1.652968418,0.000578711,283,176.5466667,171.2071429
226431_at,hypothetical protein FLJ38771,FLJ38771,1.160439747,0.268330749,1.60312981,0.00551938,1.860335552,0.001095157,624.9,389.8,335.9071429
207391_s_at,"phosphatidylinositol-4-phosphate 5-kinase, type I, alpha",PIP5K1A,1.124601744,0.550189157,1.603760561,0.007872467,1.803591925,0.00096493,178.7230769,111.44,99.09285714
238569_at,"gamma-aminobutyric acid (GABA) B receptor, 1",GABBR1,0.897778336,0.354694967,1.605236611,0.000651804,1.441146653,0.006679218,164.0230769,102.18,113.8142857
227543_at,"HIV-1 Tat interactive protein, 60kDa",HTATIP,1.013037853,0.946390633,1.605736094,0.004449178,1.626671444,0.006360329,329.2615385,205.0533333,202.4142857
235666_at,Homo sapiens transcribed sequence with moderate similarity to protein ref:NP_060312.1 (H.sapiens)  hypothetical protein FLJ20489 [Homo sapiens],---,0.949056112,0.601101543,1.606915848,0.000223941,1.525053307,0.001442375,264.4769231,164.5866667,173.4214286
209288_s_at,CDC42 effector protein (Rho GTPase binding) 3,CDC42EP3,1.103443114,0.487238865,1.609930114,0.002666666,1.776466298,0.00141971,203.4307692,126.36,114.5142857
212000_at,"splicing factor, arginine/serine-rich 14",SFRS14,1.010218978,0.941861747,1.610123018,0.009719671,1.626576829,0.006731175,167.1307692,103.8,102.75
1557105_a_at,"Homo sapiens cDNA FLJ32956 fis, clone TESTI2008161.",---,1.119749648,0.619917414,1.614332868,0.005865932,1.80764866,0.003748538,125.1538462,77.52666667,69.23571429
223954_x_at,"amyloid beta (A4) precursor protein-binding, family A, member 2 binding protein",APBA2BP,0.904748647,0.407494853,1.616157897,0.000348803,1.46221667,0.004391206,112.5384615,69.63333333,76.96428571
225953_at,hypothetical protein FLJ10656,P15RS,0.869925231,0.102466051,1.618253853,3.11311E-06,1.407759858,0.001240479,4470.361538,2762.46,3175.514286
219287_at,"potassium large conductance calcium-activated channel, subfamily M, beta member 4",KCNMB4,1.010611621,0.934618101,1.622848199,4.34214E-05,1.640069248,9.30032E-06,817.2230769,503.5733333,498.2857143
215104_at,nuclear receptor interacting protein 2,NRIP2,1.107996702,0.471284164,1.627840909,0.000915444,1.803642359,0.00135176,171.9,105.6,95.30714286
223314_at,tetraspanin similar to TM4SF9,DC-TM4F2,1.069268985,0.678345772,1.629139479,0.007221498,1.741988317,0.001219586,245.4461538,150.66,140.9
232662_x_at,hypothetical protein MGC4248,MGC4248,0.946754919,0.554053062,1.639761879,0.000117965,1.552452625,0.000493791,611.5,372.92,393.8928571
228504_at,"sodium channel, voltage-gated, type VII, alpha",SCN7A,0.970658349,0.854991984,1.645491398,0.001525507,1.597209964,0.005265274,102.4153846,62.24,64.12142857
1563512_at,"Homo sapiens cDNA: FLJ21289 fis, clone COL01938",---,1.262402221,0.156839201,1.64875526,0.005379369,2.081392302,0.000417559,157.1153846,95.29333333,75.48571429
205917_at,zinc finger protein 264,ZNF264,0.867477619,0.288231533,1.649684825,6.2516E-05,1.431064664,0.006995253,299.1538462,181.34,209.0428571
228131_at,"excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)",ERCC1,0.909435469,0.407284091,1.659247383,0.00068266,1.508978422,0.004491429,557.7615385,336.1533333,369.6285714
241738_at,Homo sapiens transcribed sequence with weak  similarity to protein ref:NP_060265.1 (H.sapiens)  hypothetical protein FLJ20378 [Homo sapiens],---,1.049127611,0.75440546,1.662714686,0.00122404,1.744399887,0.000534073,118.3076923,71.15333333,67.82142857
223491_at,HSPC042 protein,LOC51122,0.974538579,0.859496505,1.665970147,0.00037434,1.623552178,0.000275131,188.0769231,112.8933333,115.8428571
219132_at,pellino homolog 2 (Drosophila),PELI2,0.968176203,0.808945587,1.67647532,0.002819538,1.623123509,0.009616481,128.2615385,76.50666667,79.02142857
213542_at,Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 26539,---,1.005855856,0.972219353,1.680813439,0.006279476,1.690656041,0.003651826,160.8538462,95.7,95.14285714
239866_at,"Homo sapiens cDNA FLJ14392 fis, clone HEMBA1003166.",---,1.052641528,0.668527077,1.688435488,0.000722434,1.777317312,0.000728979,599.9461538,355.3266667,337.5571429
1564277_a_at,"Homo sapiens cDNA FLJ23618 fis, clone ADSE00670",---,0.886600979,0.58930256,1.688513646,0.006624477,1.497037851,0.006539286,106.3538462,62.98666667,71.04285714
231567_s_at,anaphase promoting complex subunit 5,ANAPC5,0.926371585,0.546506303,1.689461748,0.004626386,1.565069357,0.009512038,136.3846154,80.72666667,87.14285714
230913_at,Homo sapiens full length insert cDNA clone ZE12B03,---,1.126031448,0.30653924,1.692579821,0.000169108,1.905898107,1.86262E-06,972.8384615,574.7666667,510.4357143
219344_at,"solute carrier family 29 (nucleoside transporters), member 3",SLC29A3,1.005674358,0.967700068,1.693025754,0.006217708,1.702632588,0.005295592,143.8846154,84.98666667,84.50714286
229943_at,ret finger protein 2,RFP2,1.037814907,0.713260979,1.693493054,0.000220554,1.757532336,0.000138194,353.1384615,208.5266667,200.9285714
233116_at,"Homo sapiens cDNA FLJ25090 fis, clone CBL08887",---,1.225833873,0.285674915,1.696178788,0.006652475,2.079233413,0.000247926,298.1769231,175.7933333,143.4071429
226157_at,transcription factor Dp-2 (E2F dimerization partner 2),TFDP2,1.043464102,0.73192812,1.696582364,0.005438321,1.770322793,0.004933766,248.5153846,146.48,140.3785714
1554680_s_at,"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2",KCNS2,0.955951029,0.764148795,1.697390872,0.004047403,1.62262255,0.003598329,122.4384615,72.13333333,75.45714286
1560652_at,---,---,1.080183112,0.616279719,1.70302912,0.000649819,1.839583295,0.000674256,165.5230769,97.19333333,89.97857143
226081_at,leucine zipper and CTNNBIP1 domain containing,LZIC,0.90319333,0.567116419,1.707537969,0.001307711,1.542236904,0.00196355,163.4,95.69333333,105.95
226240_at,hypothetical protein MGC21874,MGC21874,0.8499231,0.21200966,1.716381398,0.000392178,1.458792198,0.00956994,318.4230769,185.52,218.2785714
226204_at,hypothetical protein FLJ21125,FLJ21125,0.832688855,0.115912065,1.71674655,7.29366E-05,1.429515719,0.003996515,655.9230769,382.0733333,458.8428571
239770_at,Homo sapiens transcribed sequences,---,1.315446702,0.12226882,1.720591809,0.008086221,2.263346821,0.000199627,174.2615385,101.28,76.99285714
239670_at,"protein kinase, lysine deficient 2",PRKWNK2,1.102728055,0.577230499,1.725246563,0.004204046,1.902477788,0.000604624,152.5923077,88.44666667,80.20714286
1563796_s_at,KIAA1970 protein,KIAA1970,0.954108918,0.664416127,1.728940739,0.002896426,1.649597777,0.004800118,196.3846154,113.5866667,119.05
202820_at,aryl hydrocarbon receptor,AHR,1.238290357,0.331344442,1.748648317,0.003646902,2.165334348,0.001206984,218.9307692,125.2,101.1071429
214739_at,hypothetical protein MGC4126,MGC4126,1.028813423,0.866346631,1.749709023,0.00158959,1.800124129,0.001475527,213.5461538,122.0466667,118.6285714
38964_r_at,Wiskott-Aldrich syndrome (eczema-thrombocytopenia),WAS,1.201775336,0.450615399,1.749790437,0.003771314,2.102854991,0.000171292,251.5615385,143.7666667,119.6285714
211464_x_at,"caspase 6, apoptosis-related cysteine protease",CASP6,1.207630893,0.423327066,1.750029978,0.007125446,2.113390266,0.000843801,179.6230769,102.64,84.99285714
1556316_s_at,macrophage migration inhibitory factor (glycosylation-inhibiting factor),MIF,0.938698381,0.674354375,1.750780753,0.002488561,1.643455058,0.009985577,177.6692308,101.48,108.1071429
219966_x_at,BTG3 associated nuclear protein,BANP,0.901926598,0.552195361,1.763639608,0.000283485,1.590673471,0.005153361,912.3307692,517.3,573.55
1556464_a_at,Homo sapiens full length insert cDNA clone YZ88E12,---,1.13053365,0.462002686,1.772254666,0.003309154,2.003593536,0.000295361,524.4692308,295.9333333,261.7642857
235032_at,hypothetical protein LOC134218,LOC134218,0.851890212,0.192538101,1.776563011,3.64481E-06,1.513436641,0.000782149,208.7461538,117.5,137.9285714
226201_at,histone methyltransferase DOT1L,DOT1L,0.997015644,0.98880548,1.776880183,0.005977064,1.77157734,0.008389562,140.2076923,78.90666667,79.14285714
1553681_a_at,perforin 1 (pore forming protein),PRF1,0.98785527,0.951200064,1.778217324,0.005701633,1.756621355,0.002089221,119.6384615,67.28,68.10714286
218951_s_at,hypothetical protein FLJ11323,FLJ11323,1.050606231,0.722777492,1.77986224,0.007122461,1.86993436,0.007173621,213.3461538,119.8666667,114.0928571
230741_at,"Homo sapiens cDNA FLJ41454 fis, clone BRSTN2011597",---,1.228944905,0.35024531,1.784437411,0.003182882,2.192975264,0.000270294,1739.969231,975.08,793.4285714
203512_at,trafficking protein particle complex 3,TRAPPC3,1.186808454,0.034591206,1.786730714,0.001186099,2.120507117,0.00021623,497.0923077,278.2133333,234.4214286
215178_x_at,Homo sapiens transcribed sequence with moderate similarity to protein ref:NP_286085.1 (E. coli)  beta-D-galactosidase [Escherichia coli O157:H7 EDL933],---,0.968153885,0.867813928,1.79441339,0.002565955,1.737268295,0.007074013,113.7538462,63.39333333,65.47857143
121_at,paired box gene 8,PAX8,0.856019976,0.167375367,1.800426136,9.53546E-05,1.541200738,0.002299324,202.8,112.64,131.5857143
220467_at,hypothetical protein FLJ21272,FLJ21272,0.994105783,0.976942163,1.800426553,0.005225255,1.789814448,0.009408977,141.5615385,78.62666667,79.09285714
